  4242302065537098168,1448371923,418,1,381,2,424,2
  4242302065537098168,1448371937,389,1,382,2,395,3
  -1834427397643972053,1448377881,429,1,377,2,374,3
  -1834427397643972053,1448377894,416,1,401,2,393,3
  -1834427397643972053,1448377921,348,1,368,2,399,3
  -1834427397643972053,1448377929,355,1,420,2,433,3
  -1834427397643972053,1448377949,411,1,425,1,362,2
  -1834427397643972053,1448377959,360,1,355,2,345,3
  -1834427397643972053,1448377970,375,1,347,1,368,2
  -1834427397643972053,1448379163,376,1,431,2,354,3
  -1834427397643972053,1448379187,358,1,432,2,426,2
  3222528895443323414,1448379586,358,1,431,2,374,3
  3222528895443323414,1448379647,347,1,368,2,346,3
  3222528895443323414,1448379751,381,1,425,2,348,3
  3222528895443323414,1448379763,375,1,382,2,396,3
  3222528895443323414,1448379776,357,1,376,2,399,3
  3222528895443323414,1448379787,356,1,393,2,353,3
  3222528895443323414,1448379797,380,1,433,2,429,3
  3222528895443323414,1448379807,365,1,364,2,369,3
  3222528895443323414,1448379816,369,1,376,2,420,3
  3222528895443323414,1448379825,427,1,398,2,433,3
  3222528895443323414,1448379834,347,1,371,2,430,3
  3222528895443323414,1448379844,430,1,391,2,353,3
  3222528895443323414,1448379889,430,1,396,2,379,3
  3222528895443323414,1448379897,367,1,366,2,427,3
  3222528895443323414,1448379916,374,1,353,2,426,2
  3222528895443323414,1448379928,416,1,351,2,369,3
  3222528895443323414,1448379935,368,1,375,2,371,3
  3222528895443323414,1448379944,347,1,356,2,419,3
  3222528895443323414,1448379955,347,1,398,2,353,2
  3222528895443323414,1448379962,375,1,400,2,344,3
  3222528895443323414,1448379973,347,1,382,2,429,3
  3222528895443323414,1448380002,379,1,359,2,369,3
  3222528895443323414,1448380036,434,1,394,2,433,3
  3222528895443323414,1448380045,352,1,395,2,394,3
  3222528895443323414,1448380053,352,1,364,2,398,3
  3222528895443323414,1448380060,352,1,381,2,364,3
  3222528895443323414,1448380068,379,1,397,2,358,3
  3222528895443323414,1448380077,417,1,374,2,353,3
  3222528895443323414,1448380084,379,1,364,2,429,3
  3222528895443323414,1448380093,365,1,396,2,353,3
  3222528895443323414,1448380107,347,1,417,1,425,2
  3222528895443323414,1448380116,382,1,414,2,411,3
  3222528895443323414,1448380136,389,1,400,2,418,3
  3222528895443323414,1448380144,372,1,432,2,421,3
  3222528895443323414,1448380298,376,1,362,2,345,3
  3222528895443323414,1448380314,416,1,401,2,394,3
  3222528895443323414,1448380322,389,1,382,2,383,3
  3222528895443323414,1448380330,433,1,374,2,421,3
  3222528895443323414,1448380340,398,1,433,2,426,3
  3222528895443323414,1448380349,430,1,394,2,395,3
  3222528895443323414,1448380356,423,1,417,2,422,3
  3222528895443323414,1448380363,352,1,428,2,359,3
  3222528895443323414,1448380371,397,1,351,2,427,3
  3222528895443323414,1448380377,425,1,391,2,369,3
  3222528895443323414,1448380387,370,1,366,2,399,3
  3222528895443323414,1448380394,397,1,395,2,431,3
  3222528895443323414,1448380403,423,1,434,2,395,3
  3222528895443323414,1448380416,347,1,397,2,421,3
  3222528895443323414,1448380425,428,1,431,2,362,3
  3222528895443323414,1448380466,365,1,396,2,350,3
  3222528895443323414,1448380479,371,1,419,2,398,2
  -4540944019370482233,1448384915,352,1,383,2,364,3
  -4540944019370482233,1448384936,430,1,423,2,421,3
  -4540944019370482233,1448385035,344,1,411,2,380,2
  -4540944019370482233,1448385047,360,1,417,2,419,3
  -4540944019370482233,1448385056,372,1,349,2,398,3
  -4540944019370482233,1448385067,347,1,417,2,429,3
  -4540944019370482233,1448385081,346,1,361,2,414,2
  -4540944019370482233,1448385094,370,1,430,2,348,3
  -4540944019370482233,1448385105,363,1,427,2,356,3
  -4540944019370482233,1448385115,381,1,430,2,344,3
  -4540944019370482233,1448385129,370,1,430,2,367,2
  -4540944019370482233,1448385139,379,1,374,2,362,3
  -4540944019370482233,1448385148,389,1,346,1,432,2
  -4540944019370482233,1448385158,416,1,369,2,421,3
  -4540944019370482233,1448385166,416,1,380,2,369,3
  -4540944019370482233,1448385175,389,1,401,2,399,3
  -4540944019370482233,1448385186,383,1,399,2,427,2
  -4540944019370482233,1448385196,366,1,431,2,433,3
  -4540944019370482233,1448385206,430,1,362,2,425,3
  -4540944019370482233,1448385216,347,1,389,1,431,2
  -4540944019370482233,1448385226,371,1,414,2,362,3
  -4540944019370482233,1448385236,363,1,354,2,395,3
  -4540944019370482233,1448385245,389,1,401,2,391,3
  -4540944019370482233,1448385255,360,1,399,2,419,3
  -4540944019370482233,1448385264,382,1,347,2,426,3
  -4540944019370482233,1448385271,360,1,434,2,429,3
  -4540944019370482233,1448385282,375,1,359,2,393,3
  -4540944019370482233,1448385292,414,1,344,2,425,2
  -4540944019370482233,1448385300,398,1,392,2,396,2
  -4540944019370482233,1448385312,348,1,346,2,398,3
  -4540944019370482233,1448385320,363,1,383,2,424,3
  -4540944019370482233,1448385331,373,1,367,2,399,3
  -4540944019370482233,1448385343,428,1,374,2,433,3
  -4540944019370482233,1448385354,430,1,396,2,391,3
  -4540944019370482233,1448385363,433,1,422,2,424,3
  -4540944019370482233,1448385371,371,1,380,2,350,3
  -4540944019370482233,1448385381,359,1,353,2,426,2
  -4540944019370482233,1448385394,359,1,349,2,374,3
  -4540944019370482233,1448385404,351,1,356,2,434,3
  -4540944019370482233,1448385418,351,1,367,1,369,2
  -4540944019370482233,1448385427,379,1,417,2,377,3
  -4540944019370482233,1448385437,382,1,380,2,434,2
  -4540944019370482233,1448385450,383,1,414,2,425,3
  -4540944019370482233,1448385460,381,1,434,2,426,3
  -4540944019370482233,1448385469,418,1,396,1,374,1
  -4540944019370482233,1448385479,360,1,376,2,422,3
  -4540944019370482233,1448385489,350,1,359,1,399,2
  -4540944019370482233,1448385498,366,1,349,2,422,3
  -4540944019370482233,1448385507,375,1,430,2,380,3
  -4540944019370482233,1448385516,344,1,427,1,345,2
  -4540944019370482233,1448385525,395,1,393,2,420,3
  -4540944019370482233,1448385535,351,1,349,2,419,3
  -4540944019370482233,1448385549,355,1,427,2,425,3
  -4540944019370482233,1448385574,351,1,361,2,362,3
  1887990301267059591,1448387051,417,1,359,2,418,2
  1887990301267059591,1448387083,381,1,429,2,345,3
  1887990301267059591,1448387097,352,1,427,2,432,3
  1887990301267059591,1448387111,418,1,354,2,400,3
  1887990301267059591,1448387134,352,1,379,2,430,3
  1887990301267059591,1448387142,354,1,364,2,428,3
  1887990301267059591,1448387153,417,1,350,2,398,3
  1887990301267059591,1448387162,357,1,359,2,354,3
  1887990301267059591,1448387179,395,1,349,2,383,2
  1887990301267059591,1448387190,381,1,371,2,345,3
  1887990301267059591,1448387197,376,1,400,2,424,3
  1887990301267059591,1448387205,359,1,427,2,344,3
  1887990301267059591,1448387212,371,1,397,2,432,3
  1887990301267059591,1448387219,360,1,372,2,395,3
  1887990301267059591,1448387225,347,1,416,2,398,3
  1887990301267059591,1448387232,352,1,368,2,414,3
  1887990301267059591,1448387241,363,1,350,2,423,3
  1887990301267059591,1448387256,393,1,432,2,399,3
  1887990301267059591,1448387262,401,1,425,2,422,3
  1887990301267059591,1448387268,379,1,368,2,391,3
  1887990301267059591,1448387277,394,1,422,1,419,1
  1887990301267059591,1448387287,366,1,393,2,350,3
  1887990301267059591,1448387293,354,1,411,2,377,3
  1887990301267059591,1448387299,363,1,395,2,430,3
  1887990301267059591,1448387305,375,1,348,2,392,3
  1887990301267059591,1448387311,417,1,421,2,369,3
  1887990301267059591,1448387316,401,1,430,2,419,3
  1887990301267059591,1448387321,361,1,417,2,362,3
  1887990301267059591,1448387329,372,1,411,2,398,2
  1887990301267059591,1448387338,349,1,433,2,414,3
  1887990301267059591,1448387345,380,1,399,2,433,3
  1887990301267059591,1448387351,372,1,347,2,391,3
  1887990301267059591,1448387356,397,1,350,2,422,3
  1887990301267059591,1448387361,376,1,368,2,417,3
  1887990301267059591,1448387367,418,1,434,2,411,3
  1887990301267059591,1448387380,389,1,346,2,372,2
  500234794695744293,1448387382,357,1,414,2,381,3
  1887990301267059591,1448387386,372,1,423,2,433,3
  1887990301267059591,1448387392,434,1,369,2,411,3
  1887990301267059591,1448387397,363,1,418,2,375,3
  1887990301267059591,1448387401,379,1,393,2,411,3
  500234794695744293,1448387402,370,1,431,2,400,3
  1887990301267059591,1448387409,358,1,431,2,363,3
  1887990301267059591,1448387414,357,1,424,2,344,3
  1887990301267059591,1448387420,370,1,421,2,362,3
  500234794695744293,1448387423,361,1,362,2,344,3
  1887990301267059591,1448387425,376,1,346,2,382,3
  1887990301267059591,1448387432,350,1,424,2,396,2
  500234794695744293,1448387437,367,1,351,2,370,3
  1887990301267059591,1448387438,351,1,356,2,393,3
  1887990301267059591,1448387443,357,1,434,2,419,3
  1887990301267059591,1448387449,347,1,369,2,356,3
  500234794695744293,1448387453,353,1,383,2,434,3
  1887990301267059591,1448387455,349,1,383,2,433,3
  1887990301267059591,1448387460,358,1,426,2,416,3
  500234794695744293,1448387463,426,1,389,2,366,3
